	name	encoding
10	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.18605004251003265, 0.030065538361668587, 0.09354238957166672, -0.04907306283712387, -0.07964161038398743, -0.05832173302769661, -0.09526197612285614, -0.04743096977472305, 0.14144212007522583, -0.029228907078504562, 0.2712424397468567, 0.0011074375361204147, -0.19014455378055573, -0.10868610441684723, 0.016321176663041115, 0.06787688285112381, -0.12864333391189575, -0.061465032398700714, -0.026722127571702003, -0.11231977492570877, -0.013968518935143948, 0.03845493867993355, 0.07433973252773285, 0.07218463718891144, -0.19848251342773438, -0.39280402660369873, -0.11675430089235306, -0.1184559017419815, -0.0250316821038723, -0.07218758761882782, 0.0058677406050264835, 0.06922407448291779, -0.19159485399723053, -0.08067833632230759, -0.018283355981111526, 0.12391293793916702, -0.008786484599113464, -0.047315217554569244, 0.20524302124977112, 0.051091525703668594, -0.1407971829175949, 0.05550896376371384, 0.003361794166266918, 0.307519793510437, 0.19237114489078522, 0.028710823506116867, 0.009547965601086617, -0.01312260702252388, 0.10777706652879715, -0.1922122836112976, 0.11590364575386047, 0.15926431119441986, 0.10125434398651123, -0.03832739591598511, 0.0471622496843338, -0.08632463216781616, -0.01905660331249237, 0.17752981185913086, -0.23317775130271912, 0.0279235877096653, 0.029069814831018448, -0.08897200226783752, -0.045394983142614365, -0.08852731436491013, 0.1825086921453476, 0.19465118646621704, -0.10558323562145233, -0.07759152352809906, 0.13850641250610352, -0.0950840637087822, -0.021670792251825333, 0.06386108696460724, -0.16732551157474518, -0.20378591120243073, -0.32676923274993896, 0.14606735110282898, 0.37896645069122314, 0.1310415416955948, -0.16919687390327454, 0.01279776357114315, -0.0869409441947937, 0.0020881444215774536, 0.03892453759908676, 0.03925175964832306, -0.11045791953802109, -0.030947621911764145, -0.070484958589077, 0.05144822597503662, 0.1316116601228714, 0.07988530397415161, -0.07382607460021973, 0.19561217725276947, 0.013128259219229221, 0.04423678666353226, 0.08528111129999161, 0.017531566321849823, -0.09823521226644516, -0.044539183378219604, -0.15430094301700592, 0.014449862763285637, 0.0318891704082489, -0.09020251780748367, 0.024650435894727707, 0.0650688111782074, -0.20330926775932312, 0.11562104523181915, 0.047165196388959885, -0.08009104430675507, 0.011325235478579998, 0.032541316002607346, -0.10933226346969604, -0.04560987278819084, 0.15894992649555206, -0.27964022755622864, 0.17742356657981873, 0.1439240425825119, 0.0717289000749588, 0.24297186732292175, 0.115209199488163, 0.0554678738117218, -0.07327495515346527, -0.012333696708083153, -0.10160734504461288, -0.04141910746693611, 0.07126985490322113, 0.011659117415547371, 0.15184569358825684, 0.05988064035773277]
11	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.18693242967128754, 0.05119543522596359, 0.09560403972864151, -0.023051295429468155, -0.07874854654073715, -0.10303989052772522, -0.0554065927863121, -0.08258607983589172, 0.13066431879997253, -0.04964824020862579, 0.2793135941028595, -0.010924981907010078, -0.1889650821685791, -0.1680690497159958, 0.035560354590415955, 0.08255794644355774, -0.1133209690451622, -0.08710137754678726, -0.05780290812253952, -0.15006820857524872, -0.04527905210852623, 0.014718115329742432, 0.06228291615843773, 0.029271377250552177, -0.16744977235794067, -0.3888782858848572, -0.1028190553188324, -0.13862282037734985, -0.015344974584877491, -0.06104043498635292, 0.018426116555929184, 0.10574055463075638, -0.21486642956733704, -0.12169167399406433, -0.025326136499643326, 0.15693619847297668, 0.026207974180579185, -0.017808303236961365, 0.19480417668819427, 0.015171381644904613, -0.12899073958396912, 0.05305129289627075, 0.020825877785682678, 0.2884373962879181, 0.1947069615125656, -0.010305549949407578, 0.03272392228245735, 0.012946242466568947, 0.10804561525583267, -0.18093663454055786, 0.11034053564071655, 0.12698638439178467, 0.1650409996509552, -0.02354414016008377, 0.045045118778944016, -0.10483410954475403, -0.010594571009278297, 0.1411786675453186, -0.22452621161937714, 0.021214252337813377, 0.07481954246759415, -0.11362456530332565, -0.0993511974811554, -0.03708969056606293, 0.22463156282901764, 0.1738094538450241, -0.09834250062704086, -0.07251141965389252, 0.18717491626739502, -0.0830586850643158, -0.004971861839294434, 0.05091802403330803, -0.15569713711738586, -0.16256648302078247, -0.3137800693511963, 0.1836046576499939, 0.37311792373657227, 0.11832303553819656, -0.1874796748161316, 0.03862759470939636, -0.14367476105690002, 0.02854170650243759, -0.004755085334181786, 0.02119995653629303, -0.09528866410255432, 0.0016893139109015465, -0.09485343098640442, 0.051220014691352844, 0.11239632964134216, 0.07188251614570618, -0.07017722725868225, 0.20207099616527557, 0.010088687762618065, 0.04590931534767151, 0.0867391973733902, -0.008931128308176994, -0.0817728191614151, -0.06476365774869919, -0.1416739821434021, -0.0014035208150744438, 0.08583926409482956, -0.13451647758483887, 0.007941694930195808, 0.04649530351161957, -0.21008390188217163, 0.1257970929145813, 0.014705808833241463, -0.02873692661523819, 0.014515520073473454, 0.017533745616674423, -0.05855947732925415, -0.021842489019036293, 0.16218775510787964, -0.2719569206237793, 0.2079685479402542, 0.13332334160804749, 0.023699643090367317, 0.2519567608833313, 0.12321235984563828, 0.06713583320379257, -0.04745422676205635, -0.039852581918239594, -0.10872018337249756, -0.07759269326925278, 0.05682254210114479, 0.0046882638707757, 0.13423489034175873, 0.10162704437971115]
12	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.1829538345336914, 0.01559489220380783, 0.041457366198301315, -0.08004827052354813, -0.1411137729883194, -0.05951628461480141, -0.08195678889751434, -0.10908718407154083, 0.16033822298049927, -0.06507900357246399, 0.25621023774147034, 0.027398712933063507, -0.2005794793367386, -0.15837232768535614, 0.022670120000839233, 0.11057986319065094, -0.11535800993442535, -0.0892200767993927, -0.05753530189394951, -0.14341633021831512, -0.05237554758787155, 0.03769496828317642, 0.0903937816619873, 0.05235091224312782, -0.16328053176403046, -0.37122029066085815, -0.12640036642551422, -0.13079842925071716, 0.026140879839658737, -0.03599977120757103, -0.01658700965344906, 0.06999391317367554, -0.1803252249956131, -0.11652985960245132, 0.020923666656017303, 0.13261716067790985, -0.03426331654191017, -0.06313686817884445, 0.2180352509021759, 0.012601977214217186, -0.12192219495773315, 0.03517623990774155, 0.01682504266500473, 0.2652355432510376, 0.17457261681556702, -0.010532175190746784, 0.0801505595445633, -0.06129337102174759, 0.12159285694360733, -0.19420740008354187, 0.14911852777004242, 0.14712846279144287, 0.10057803988456726, -0.015377890318632126, 0.05956949293613434, -0.1250697523355484, 0.008266281336545944, 0.1939290314912796, -0.2187081277370453, 0.04514814540743828, 0.08042269200086594, -0.06321750581264496, -0.09747055917978287, -0.04290413856506348, 0.22735902667045593, 0.19192469120025635, -0.13542722165584564, -0.0776277482509613, 0.16776956617832184, -0.07836103439331055, 0.003375485073775053, 0.03134690597653389, -0.18254779279232025, -0.1955413967370987, -0.316227525472641, 0.1465064436197281, 0.40887561440467834, 0.15166185796260834, -0.18553002178668976, 0.015243669040501118, -0.11674138903617859, 0.029301615431904793, 0.04270922392606735, 0.05087905377149582, -0.11175152659416199, -0.031001992523670197, -0.08467061072587967, 0.06322944909334183, 0.10734951496124268, 0.049037735909223557, -0.0519142784178257, 0.2349155992269516, 0.06592047214508057, 0.06246841698884964, 0.09423457831144333, 0.07679558545351028, -0.09875980019569397, -0.09041304141283035, -0.12446106970310211, 0.014516971074044704, 0.09055892378091812, -0.10489068925380707, 0.045458581298589706, 0.06565691530704498, -0.16798041760921478, 0.1625591665506363, 0.022038046270608902, -0.031811248511075974, -0.00570610910654068, -0.019129004329442978, -0.05022459477186203, -0.04256569221615791, 0.1457829475402832, -0.2385512888431549, 0.19335919618606567, 0.13141651451587677, 0.047373443841934204, 0.27009317278862, 0.11705220490694046, 0.07016528397798538, -0.057645007967948914, -0.05306040495634079, -0.08929644525051117, -0.05302111804485321, 0.03703785315155983, 0.006838858127593994, 0.13479948043823242, 0.10238315165042877]
13	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.15760207176208496, 0.04619622975587845, 0.09397485107183456, -0.09540247917175293, -0.15006141364574432, -0.026057004928588867, -0.09775343537330627, -0.07582379877567291, 0.13667482137680054, -0.05902528762817383, 0.25834518671035767, 0.0016688350588083267, -0.2531779408454895, -0.10436536371707916, 0.055463895201683044, 0.13507847487926483, -0.13210207223892212, -0.05422785505652428, -0.06387874484062195, -0.13680574297904968, -0.06609596312046051, 0.036251503974199295, 0.07507824897766113, 0.04729551821947098, -0.16026030480861664, -0.39121079444885254, -0.15301348268985748, -0.09529829770326614, 0.011324168182909489, -0.039798855781555176, -0.024757154285907745, 0.0662240982055664, -0.1663867086172104, -0.09209272265434265, 0.003583420068025589, 0.0991295650601387, -0.07501895725727081, -0.11013942211866379, 0.2107948660850525, 0.016256356611847878, -0.11982598900794983, 0.045271068811416626, 0.03451544791460037, 0.2473120093345642, 0.1744687706232071, -0.00849222857505083, 0.10209189355373383, -0.04249042645096779, 0.1407640427350998, -0.20140188932418823, 0.14538398385047913, 0.14911437034606934, 0.1156180202960968, 0.028099142014980316, 0.04622287303209305, -0.13573861122131348, 0.004545431584119797, 0.23284471035003662, -0.21083441376686096, 0.05723359063267708, 0.09423906356096268, -0.0901755839586258, -0.10291820764541626, -0.07311533391475677, 0.20828409492969513, 0.20825430750846863, -0.15992216765880585, -0.09952160716056824, 0.129132941365242, -0.05065499246120453, 0.0002719205804169178, 0.0410420224070549, -0.20787106454372406, -0.19599948823451996, -0.3317793011665344, 0.16263628005981445, 0.3600708246231079, 0.14191824197769165, -0.17979459464550018, -0.028913389891386032, -0.08468643575906754, 0.038297947496175766, 0.026986202225089073, 0.08039798587560654, -0.11619077622890472, -0.0632314383983612, -0.0703825056552887, 0.08276121318340302, 0.10706726461648941, 0.024091500788927078, -0.04547657072544098, 0.2457418292760849, 0.06620493531227112, 0.08445743471384048, 0.043812111020088196, 0.10047487169504166, -0.10757741332054138, -0.09320329129695892, -0.10673163831233978, 0.048116445541381836, 0.09024666249752045, -0.09779861569404602, 0.01730971410870552, 0.05329836905002594, -0.16617149114608765, 0.1955101042985916, 0.028997916728258133, -0.01087382435798645, -0.011420081369578838, -0.046974584460258484, -0.06551672518253326, -0.007651057559996843, 0.15863120555877686, -0.25755563378334045, 0.1712466925382614, 0.14717616140842438, 0.029602862894535065, 0.2434031218290329, 0.12375393509864807, 0.07227589190006256, -0.06557954102754593, -0.07024897634983063, -0.11548744887113571, -0.05174582079052925, 0.0774393230676651, 0.012517932802438736, 0.11706876754760742, 0.0863838940858841]
14	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.16048181056976318, 0.049913257360458374, 0.0879247784614563, -0.053177736699581146, -0.08652646839618683, -0.06241348013281822, -0.07623719424009323, -0.08596333861351013, 0.1355823576450348, -0.03451624512672424, 0.26879674196243286, -0.016657505184412003, -0.22448119521141052, -0.11858852207660675, 0.03198058530688286, 0.10014016926288605, -0.13363762199878693, -0.06322566419839859, -0.058247797191143036, -0.11932381242513657, -0.06860658526420593, 0.005582235287874937, 0.06708702445030212, 0.04434698447585106, -0.17732200026512146, -0.3811175227165222, -0.12544186413288116, -0.13241159915924072, -0.03092319145798683, -0.05085446685552597, 0.005445496644824743, 0.08266215026378632, -0.20809748768806458, -0.11340002715587616, -0.013870674185454845, 0.12380154430866241, 0.0013580648228526115, -0.054320499300956726, 0.20533347129821777, 0.01644020900130272, -0.12096617370843887, 0.05312223359942436, 0.013711283914744854, 0.27185148000717163, 0.1472146064043045, -0.0009374344954267144, 0.06988856196403503, -0.014414813369512558, 0.10330568253993988, -0.1889546662569046, 0.13147525489330292, 0.14432640373706818, 0.14000657200813293, -0.0049908943474292755, 0.000318821519613266, -0.11194458603858948, 0.013154640793800354, 0.17653778195381165, -0.24028608202934265, 0.04473352059721947, 0.12129595130681992, -0.0942826122045517, -0.0989861786365509, -0.033821072429418564, 0.23172473907470703, 0.21487431228160858, -0.13043645024299622, -0.08658362925052643, 0.1419881135225296, -0.0604839026927948, 0.007197907660156488, 0.02172919549047947, -0.17904812097549438, -0.18676239252090454, -0.3257620930671692, 0.16942903399467468, 0.358529269695282, 0.124153733253479, -0.18404418230056763, 0.009827184490859509, -0.16457825899124146, 0.05204380676150322, 0.008540761657059193, 0.03181985765695572, -0.1009930744767189, -0.01026482880115509, -0.07732495665550232, 0.07730738818645477, 0.11378312110900879, 0.05258084833621979, -0.06395801901817322, 0.20871424674987793, 0.025294266641139984, 0.03754735738039017, 0.06062084808945656, 0.039067067205905914, -0.08976036310195923, -0.07429639995098114, -0.11211641132831573, 0.0427672304213047, 0.08737707883119583, -0.09388811141252518, 0.025152143090963364, 0.05352780967950821, -0.20797425508499146, 0.15616059303283691, 0.021324047818779945, -0.03658634424209595, 0.02814381569623947, 0.0016708329785615206, -0.06747284531593323, -0.038780488073825836, 0.17187587916851044, -0.27658402919769287, 0.19940485060214996, 0.12992815673351288, 0.025727637112140656, 0.24062083661556244, 0.11775726079940796, 0.08288834244012833, -0.06184494495391846, -0.03618448227643967, -0.12015241384506226, -0.06863013654947281, 0.07329853624105453, 0.021439863368868828, 0.1464240401983261, 0.08969470113515854]
15	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.16277499496936798, 0.026535803452134132, 0.09687663614749908, -0.05102967843413353, -0.08562614768743515, -0.08556916564702988, -0.07325429469347, -0.08250588923692703, 0.1133328452706337, -0.04968935251235962, 0.24370832741260529, 0.003493095748126507, -0.2112082839012146, -0.15831755101680756, 0.039754949510097504, 0.08348442614078522, -0.11460606753826141, -0.07679350674152374, -0.05981298163533211, -0.13496044278144836, -0.053576480597257614, 0.03450723737478256, 0.07291046530008316, 0.022254303097724915, -0.19487552344799042, -0.3902391791343689, -0.11683425307273865, -0.1372862160205841, -0.03840938210487366, -0.055258966982364655, -0.01216099876910448, 0.08692491054534912, -0.18450742959976196, -0.09753741323947906, -0.010624409653246403, 0.14721107482910156, -0.011318170465528965, -0.05884837731719017, 0.18095068633556366, 0.028904519975185394, -0.10841318964958191, 0.053437113761901855, 0.012927836738526821, 0.2658715844154358, 0.18171225488185883, -0.004655627999454737, 0.05122285336256027, -0.02840324304997921, 0.12225032597780228, -0.1863909661769867, 0.1383398473262787, 0.14083635807037354, 0.10013281553983688, 0.0018096482381224632, 0.05673494562506676, -0.09553319215774536, 0.007167693227529526, 0.1430278867483139, -0.2359692007303238, 0.015116232447326183, 0.08242250233888626, -0.073371022939682, -0.12637293338775635, -0.06628475338220596, 0.20141160488128662, 0.21196319162845612, -0.1318209022283554, -0.05823296308517456, 0.16548915207386017, -0.08292233943939209, -0.016599396243691444, -0.00028819311410188675, -0.18176297843456268, -0.15861572325229645, -0.3181130886077881, 0.1583786904811859, 0.33473697304725647, 0.12429694831371307, -0.1860584020614624, 0.0024930601939558983, -0.11669358611106873, 0.046536050736904144, 0.030912447720766068, 0.03586558997631073, -0.09803644567728043, -0.019378051161766052, -0.056023143231868744, 0.08583439141511917, 0.08670790493488312, 0.06462987512350082, -0.0674733817577362, 0.19245590269565582, 0.02597951702773571, 0.06237301230430603, 0.0903489887714386, 0.036584608256816864, -0.09001796692609787, -0.06831716001033783, -0.1335601657629013, 0.05045737326145172, 0.11066797375679016, -0.11050509661436081, 0.015868283808231354, 0.06735651195049286, -0.16183845698833466, 0.15122269093990326, 0.037782713770866394, -0.033628616482019424, 0.03759011998772621, -0.015239892527461052, -0.08101701736450195, -0.028491416946053505, 0.14243446290493011, -0.25258633494377136, 0.21467387676239014, 0.12638318538665771, 0.01833263412117958, 0.22820551693439484, 0.10710102319717407, 0.06699210405349731, -0.07392826676368713, -0.036685775965452194, -0.1350085437297821, -0.06796791404485703, 0.05940355360507965, 0.022941676899790764, 0.11427078396081924, 0.08446655422449112]
16	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.1727844774723053, 0.03986117243766785, 0.08402471244335175, -0.04604441672563553, -0.06413943320512772, -0.07419474422931671, -0.0606965646147728, -0.09763488173484802, 0.13013887405395508, -0.06492500007152557, 0.2474091798067093, 0.00453084334731102, -0.21239487826824188, -0.15894275903701782, 0.05188237130641937, 0.09456969797611237, -0.12880659103393555, -0.06364906579256058, -0.027948688715696335, -0.11634209752082825, -0.049341753125190735, 0.025991715490818024, 0.06760571897029877, 0.03244895115494728, -0.1757519245147705, -0.357141375541687, -0.12675733864307404, -0.14795361459255219, -0.00923699140548706, -0.04440850764513016, -0.024595126509666443, 0.07942657917737961, -0.1671723872423172, -0.07963290065526962, -0.016247736290097237, 0.14264337718486786, -0.004834252875298262, -0.046471621841192245, 0.20843133330345154, 0.029657339677214622, -0.10997624695301056, 0.013514379039406776, -0.013907847926020622, 0.2650875449180603, 0.17276720702648163, -0.0381213054060936, 0.057642802596092224, -0.011668217368423939, 0.10579188913106918, -0.18760837614536285, 0.12360165268182755, 0.12584847211837769, 0.1153029128909111, 0.003629738464951515, 0.02291446179151535, -0.13452467322349548, -0.0024881260469555855, 0.1291009485721588, -0.221835657954216, 0.0176763404160738, 0.08806177973747253, -0.09127150475978851, -0.1240384578704834, -0.017656100913882256, 0.22962656617164612, 0.18905586004257202, -0.14182284474372864, -0.06549257040023804, 0.17500092089176178, -0.07350898534059525, 0.014241129159927368, 0.02073533833026886, -0.17830610275268555, -0.16789227724075317, -0.2972235381603241, 0.1600501835346222, 0.3519481122493744, 0.13384579122066498, -0.18271301686763763, 0.02166908048093319, -0.1625027060508728, 0.0366610512137413, 0.019267460331320763, 0.04416424781084061, -0.09979891777038574, 0.027382275089621544, -0.06835965812206268, 0.07853256165981293, 0.07402945309877396, 0.05121111497282982, -0.056904155761003494, 0.21707752346992493, 0.029930155724287033, 0.07817807048559189, 0.08758513629436493, 0.017199929803609848, -0.05942074954509735, -0.09301835298538208, -0.11901402473449707, 0.017727795988321304, 0.11126057058572769, -0.1329294890165329, 0.033826835453510284, 0.0805601254105568, -0.19853349030017853, 0.17426466941833496, 0.04560678452253342, -0.02083468995988369, 0.035962700843811035, -0.005133674014359713, -0.07528894394636154, -0.020267562940716743, 0.16458918154239655, -0.259208619594574, 0.17861303687095642, 0.12336798012256622, 0.029052618891000748, 0.24202749133110046, 0.11438768357038498, 0.07746465504169464, -0.07262811064720154, -0.05250195786356926, -0.1295962631702423, -0.042321015149354935, 0.05871519446372986, 0.02440437115728855, 0.12453246116638184, 0.0931490883231163]
17	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.18918386101722717, 0.06466247886419296, 0.09757634997367859, -0.06556738913059235, -0.07993289083242416, -0.05442747101187706, -0.07969167083501816, -0.0707373321056366, 0.15513728559017181, -0.0389368012547493, 0.25370606780052185, -0.0030596889555454254, -0.20233826339244843, -0.11485111713409424, 0.05129994451999664, 0.08338425308465958, -0.12152069807052612, -0.09058202058076859, -0.0646047443151474, -0.13676784932613373, -0.047621820122003555, 0.008589714765548706, 0.08544457703828812, 0.0469956174492836, -0.20558561384677887, -0.3997116684913635, -0.09831428527832031, -0.13494408130645752, -0.02537892386317253, -0.054266899824142456, -0.006710371933877468, 0.053529661148786545, -0.21790249645709991, -0.07379436492919922, -0.04596477746963501, 0.12683729827404022, -5.439389497041702e-06, -0.05273587256669998, 0.1928156316280365, 0.023074019700288773, -0.1692499965429306, -0.0041341762989759445, 0.017630768939852715, 0.24117746949195862, 0.1807345151901245, -0.0031075570732355118, 0.05765163525938988, 0.03574765473604202, 0.09765227138996124, -0.1623263657093048, 0.13276486098766327, 0.13238222897052765, 0.15932334959506989, -0.04438842833042145, 0.04827000945806503, -0.10556969046592712, -0.032696448266506195, 0.1567845642566681, -0.18677835166454315, 0.02795172668993473, 0.07007703185081482, -0.07855314016342163, -0.08268477767705917, -0.03403451293706894, 0.23424085974693298, 0.19503240287303925, -0.11394477635622025, -0.07577700167894363, 0.1654026210308075, -0.06000981479883194, 0.0006958711892366409, 0.049954354763031006, -0.17029456794261932, -0.18512800335884094, -0.31973838806152344, 0.16049104928970337, 0.3754638731479645, 0.08796580135822296, -0.16173158586025238, 0.012528817169368267, -0.14529992640018463, 0.024480218067765236, -0.011250963434576988, 0.029070844873785973, -0.14062832295894623, 0.025305267423391342, -0.09183960407972336, 0.056970275938510895, 0.149100199341774, 0.05684392899274826, -0.07549484819173813, 0.19901378452777863, -0.0011548679322004318, 0.03586336597800255, 0.05507488548755646, 0.020607005804777145, -0.08489666134119034, -0.05229213833808899, -0.10402052104473114, 0.01808379590511322, 0.0999925434589386, -0.11655096709728241, 0.0025885384529829025, 0.06269676983356476, -0.21853309869766235, 0.08664734661579132, 0.034239280968904495, -0.03190398961305618, 0.027536405250430107, 0.06229475140571594, -0.11193612962961197, -0.09610945731401443, 0.15741728246212006, -0.26244205236434937, 0.1524239033460617, 0.14896194636821747, 0.027164237573742867, 0.22433899343013763, 0.136183962225914, 0.0690043568611145, -0.02171560749411583, -0.00569362286478281, -0.09818445891141891, -0.055870067328214645, 0.08255945146083832, 0.016653038561344147, 0.1284981071949005, 0.11071041226387024]
18	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.21109485626220703, 0.018198402598500252, 0.07502447068691254, -0.04787678271532059, -0.06972039490938187, -0.10794907063245773, -0.0618472546339035, -0.09030821919441223, 0.10552529990673065, -0.04931582883000374, 0.2414472997188568, -0.021561894565820694, -0.1916530728340149, -0.1321834921836853, 0.02612011879682541, 0.057039469480514526, -0.11023140698671341, -0.10517961531877518, -0.051569968461990356, -0.17327843606472015, -0.01885293610394001, 0.022770557552576065, 0.025412386283278465, 0.046845726668834686, -0.18790856003761292, -0.37266936898231506, -0.10757240653038025, -0.13400033116340637, -0.023447152227163315, -0.053250011056661606, 0.04396321624517441, 0.10450602322816849, -0.1889452338218689, -0.07846705615520477, -0.029160508885979652, 0.14036227762699127, 0.018413079902529716, -0.03281344473361969, 0.2082480490207672, 0.022411402314901352, -0.14388933777809143, 0.004211044404655695, 0.034795209765434265, 0.3055323660373688, 0.16907358169555664, -0.03997505083680153, 0.02705707773566246, 0.013103049248456955, 0.13174475729465485, -0.15961509943008423, 0.12242716550827026, 0.15464913845062256, 0.15972445905208588, -0.0026243478059768677, 0.05699960142374039, -0.0988331064581871, 0.011197810992598534, 0.16649459302425385, -0.22143937647342682, 0.019497571513056755, 0.05608055368065834, -0.11533472687005997, -0.07765631377696991, -0.044417690485715866, 0.2233690768480301, 0.16064201295375824, -0.10923683643341064, -0.05455920845270157, 0.2070518136024475, -0.05705069750547409, -0.01313328929245472, 0.04405054822564125, -0.16698643565177917, -0.16372570395469666, -0.31126368045806885, 0.17540007829666138, 0.3678241968154907, 0.08667626976966858, -0.18321673572063446, 0.04536660760641098, -0.14137639105319977, 0.00113767571747303, 0.018944542855024338, 0.03171779215335846, -0.11876820027828217, 0.004464412108063698, -0.0848105400800705, 0.05371638387441635, 0.12262288480997086, 0.08968516439199448, -0.06752472370862961, 0.18358147144317627, 0.024677518755197525, 0.01608896441757679, 0.11644016951322556, 0.03609728813171387, -0.11162878572940826, -0.07627055794000626, -0.13076446950435638, -0.002655770629644394, 0.09077803790569305, -0.1485873907804489, -0.0006927591748535633, 0.07135418802499771, -0.20985090732574463, 0.15749913454055786, 0.05497422814369202, -0.029891200363636017, -0.0012262668460607529, 0.0095659289509058, -0.05159861594438553, -0.04086726903915405, 0.14433903992176056, -0.25563672184944153, 0.16524118185043335, 0.10511847585439682, 0.049268968403339386, 0.2600429654121399, 0.09672769159078598, 0.05451025441288948, -0.07255147397518158, -0.04844668507575989, -0.11969113349914551, -0.05472201481461525, 0.07137935608625412, 0.02886602282524109, 0.10192012786865234, 0.1075136810541153]
19	& C:/Users/vinit/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/vinit/Desktop/upflairs/day-9_face-register.py	[-0.21770961582660675, 0.01960347220301628, 0.06236230954527855, -0.0402991957962513, -0.061156149953603745, -0.09434045106172562, -0.059487923979759216, -0.10771913081407547, 0.09898604452610016, -0.04692768305540085, 0.25125908851623535, -0.0077055515721440315, -0.19377194344997406, -0.1553802490234375, 0.03528056666254997, 0.06273593008518219, -0.11380422115325928, -0.10152225196361542, -0.05184711515903473, -0.16180559992790222, -0.05872232839465141, 0.003297050017863512, 0.045533187687397, 0.052302539348602295, -0.195321187376976, -0.3517802655696869, -0.12151191383600235, -0.132877379655838, -0.026608755812048912, -0.06285151094198227, 0.028486356139183044, 0.07013023644685745, -0.21566064655780792, -0.08723340183496475, -0.037531882524490356, 0.154512420296669, 0.006519794464111328, -0.03161151707172394, 0.21016955375671387, 0.02288161963224411, -0.13511505722999573, 0.010878724977374077, 0.04647485911846161, 0.2853115499019623, 0.17267060279846191, -0.048054613173007965, 0.02702821046113968, 0.020548956468701363, 0.10393805056810379, -0.15553443133831024, 0.11101297289133072, 0.13544532656669617, 0.16577821969985962, -0.0021315915510058403, 0.022681761533021927, -0.09377896785736084, -0.013965943828225136, 0.16722553968429565, -0.20100510120391846, 0.03540873900055885, 0.05476647615432739, -0.1174178197979927, -0.09816350042819977, -0.014411864802241325, 0.22827312350273132, 0.18373334407806396, -0.12066797912120819, -0.08373451232910156, 0.21640199422836304, -0.07546426355838776, -0.01804068498313427, 0.0573219358921051, -0.14528892934322357, -0.1709076166152954, -0.3254985511302948, 0.18503007292747498, 0.3730021119117737, 0.09286406636238098, -0.18152451515197754, 0.028142616152763367, -0.16238293051719666, 0.0035819821059703827, 0.0017623278545215726, 0.05549183860421181, -0.095815509557724, 0.008620158769190311, -0.08956968784332275, 0.05713849514722824, 0.11979513615369797, 0.0883328914642334, -0.07002467662096024, 0.1843569427728653, 0.03479630872607231, 0.04764091968536377, 0.10201632976531982, 0.04966975003480911, -0.09952136874198914, -0.07444643974304199, -0.1263757050037384, 0.005654900334775448, 0.08857613801956177, -0.12295542657375336, 0.022867871448397636, 0.08580078184604645, -0.16992302238941193, 0.1498321145772934, 0.06119939684867859, -0.03728095069527626, 0.017770912498235703, 0.04534946382045746, -0.04360353946685791, -0.07111404836177826, 0.12784411013126373, -0.2796986401081085, 0.16911335289478302, 0.12022018432617188, 0.02432544156908989, 0.23794548213481903, 0.11316104233264923, 0.07963427901268005, -0.04967373609542847, -0.029342910274863243, -0.11552567780017853, -0.05620298534631729, 0.037340179085731506, 0.022296898066997528, 0.10715177655220032, 0.11031492799520493]
